10			9			9			9			9			12			
10			9			9			9			9			12			
10			9			9			9			12			12			
10			9			9			9			12			14			
11			9			9			6			12			14			
11			9			9			6			12			14			
11			9			9			6			12			14			
11			10			9			6			12			20			
14			10			9			5			12			20			
14			10			9			5			12			20			
14			10			9			5			14			20			
14			11			9			5			14			28			
21			11			9			4			14			28			
21			11			9			4			14			28			
21			11			9			4			11			28			
21			14			9			4			11			37			
35			14			9			3			11			37			
35			14			9			3			11			37			
35			14			9			3			11			37			
35			22			9			3			11			49			
68			22			9			2			11			49			
68			22			10			2			11			49			
68			22			10			2			7			49			
68			44			10			2			7			56			
146			44			10			2			7			56			
146			44			15			2			7			56			
146			44			15			2			5			56			
146			130			15			2			5			53			
304			130			15			2			5			53			
304			130			31			2			5			53			
304			130			31			2			3			53			
304			556			31			2			3			37			
617			556			31			2			3			37			
617			556			126			2			3			37			
617			556			126			2			2			37			
617			3344			126			2			2			23			
878			3344			126			3			2			23			
878			3344			1120			3			2			23			
878			3344			1120			3			1			23			
878			28438			1120			3			1			14			
1341			28438			1120			13			1			14			
1341			28438			27963			13			1			14			
1341			28438			27963			13			0			14			
1341			233461			27963			13			0			3			
1221			233461			27963			209			0			3			
1221			233461			2185824			209			0			3			
1221			233461			2185824			209			0			3			
1221			2722927			2185824			209			0			0			
871			2722927			2185824			27783			0			0			
871			2722927			452057174			27783			0			0			
871			2722927			452057174			27783			0			0			
871			20778161			452057174			27783			0			0			
232			20778161			452057174			38961113			0			0			
232			20778161			452030312			38961113			0			0			
232			20778161			452030312			38961113			0			0			
232			76901536			452030312			38961113			0			0			
0			76901536			452030312			38933528			0			0			
0			76901536			449872352			38933528			0			0			
0			76901536			449872352			38933528			0			0			
0			74409256			449872352			38933528			0			0			
0			74409256			449872352			0			0			0			
0			74409256			0			0			0			0			
0			74409256			0			0			0			0			
0			56328836			0			0			0			0			
0			56328836			0			0			0			0			
0			56328836			0			0			0			0			
0			56328836			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
0			0			0			0			0			0			
